uniai_app             | 2026-07-18 17:13:45 - [AI] Provider selected provider=gemini model=gemini-3.1-flash-lite
uniai_app             | 2026-07-18 17:14:01 - [AI_INTERPRETATION] Budget evaluation chatId=33 provider=GeminiAiServiceAdapter requestFits=true originalEstimatedInputTokens=1776 finalEstimatedInputTokens=1776 historyTrimmed=false finalHistoryCount=0 reservedOutputTokens=250
uniai_app             | 2026-07-18 17:14:01 - [AI_INTERPRETATION] Request started providerBean=GeminiAiServiceAdapter promptLength=6515 memoryLength=40 messageLength=33 historyCount=0 maxTokens=250
uniai_app             | 2026-07-18 17:14:01 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=33 historyCount=0 contextCount=0
uniai_app             | 2026-07-18 17:14:03 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=728 durationMs=1428
uniai_app             | 2026-07-18 17:14:03 - [AI_INTERPRETATION] Request completed provider=gemini model=gemini-3.1-flash-lite responseLength=728 durationMs=1436
uniai_app             | 2026-07-18 17:14:03 - [AI_INTERPRETATION] Validation completed chatId=33 status=AMBIGUOUS resolvedUniversityCount=0 degreeTypeCount=0 ambiguous=true
uniai_app             | 2026-07-18 17:14:03 - [RETRIEVAL] Interpretation completed chatId=33 status=AMBIGUOUS fallbackUsed=false resolvedUniversityCount=0 degreeTypeCount=0 ambiguous=true failureCategory=AI_QUERY_INTERPRETATION_AMBIGUOUS
uniai_app             | 2026-07-18 17:14:03 - [CHAT] Interpretation stopped before retrieval chatId=33 status=AMBIGUOUS reason=AI_QUERY_INTERPRETATION_AMBIGUOUS
uniai_app             | 2026-07-18 17:14:03 - [PERSISTENCE] Message saved id=177 chatId=33 senderId=0 contentLength=55 durationMs=1
uniai_app             | 2026-07-18 17:14:03 - [PERSISTENCE] Assistant message saved id=177 chatId=33 durationMs=1
uniai_app             | 2026-07-18 17:14:03 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=1
uniai_app             | 2026-07-18 17:14:03 - [CHAT] Request completed userId=1 chatId=33 assistantMessageId=177 responseLength=55 durationMs=1478
uniai_app             | 2026-07-18 17:14:03 - [AI_MEMORY] Memory update skipped chatId=33 reason=no-trigger
uniai_app             | 2026-07-18 17:14:03 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=33 historyCount=0 contextCount=0
uniai_app             | 2026-07-18 17:14:03 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=22 durationMs=483
uniai_app             | 2026-07-18 17:14:03 - [PERSISTENCE] Chat title updated id=33 titleLength=22
uniai_app             | 2026-07-18 17:14:03 - [CHAT_TITLE] Title generated chatId=33 titleLength=22
uniai_app             | 2026-07-18 17:14:07 - [CHAT] Request received chatId=33 messageLength=29
uniai_app             | 2026-07-18 17:14:07 - [CHAT] Request started userId=1 chatId=33 messageLength=29
uniai_app             | 2026-07-18 17:14:07 - [PERSISTENCE] Message saved id=178 chatId=33 senderId=1 contentLength=29 durationMs=2
uniai_app             | 2026-07-18 17:14:07 - [PERSISTENCE] User message saved id=178 chatId=33 durationMs=2
uniai_app             | 2026-07-18 17:14:07 - [CHAT] History retrieval started chatId=33
uniai_app             | 2026-07-18 17:14:07 - [CHAT] History retrieval completed chatId=33 messageCount=2 durationMs=1
uniai_app             | 2026-07-18 17:14:07 - [CHAT] Recent conversation window prepared chatId=33 windowMessageCount=2
uniai_app             | 2026-07-18 17:14:07 - [AI_INTERPRETATION_BUDGET] Evaluation completed provider=gemini originalEstimatedTokens=1798 finalEstimatedTokens=1798 promptTokens=1629 memoryTokens=10 userTokens=8 historyTokens=23 historyTrimmed=false requestFits=true durationMs=0
uniai_app             | 2026-07-18 17:14:07 - [AI_INTERPRETATION] Budget evaluation chatId=33 provider=GeminiAiServiceAdapter requestFits=true originalEstimatedInputTokens=1798 finalEstimatedInputTokens=1798 historyTrimmed=false finalHistoryCount=2 reservedOutputTokens=250
uniai_app             | 2026-07-18 17:14:07 - [AI_INTERPRETATION] Request started providerBean=GeminiAiServiceAdapter promptLength=6515 memoryLength=40 messageLength=29 historyCount=2 maxTokens=250
uniai_app             | 2026-07-18 17:14:07 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=29 historyCount=2 contextCount=0
uniai_app             | 2026-07-18 17:14:09 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=MAX_TOKENS responseLength=777 durationMs=1204
uniai_app             | 2026-07-18 17:14:09 - [AI_INTERPRETATION] Failed to parse interpretation JSON provider=gemini model=gemini-3.1-flash-lite durationMs=1209 reason=Unexpected end-of-input within/between Object entries
uniai_app             |  at [Source: REDACTED (`StreamReadFeature.INCLUDE_SOURCE_IN_LOCATION` disabled); line: 31, column: 25]
uniai_app             | 2026-07-18 17:14:09 - [AI_INTERPRETATION] Provider interpretation failed chatId=33 reason=Failed to parse graduate query interpretation JSON
uniai_app             | 2026-07-18 17:14:09 - [RETRIEVAL] Interpretation completed chatId=33 status=AMBIGUOUS fallbackUsed=false resolvedUniversityCount=0 degreeTypeCount=0 ambiguous=true failureCategory=AI_QUERY_INTERPRETATION_AMBIGUOUS
uniai_app             | 2026-07-18 17:14:09 - [CHAT] Interpretation stopped before retrieval chatId=33 status=AMBIGUOUS reason=AI_QUERY_INTERPRETATION_AMBIGUOUS
uniai_app             | 2026-07-18 17:14:09 - [PERSISTENCE] Message saved id=179 chatId=33 senderId=0 contentLength=55 durationMs=2
uniai_app             | 2026-07-18 17:14:09 - [PERSISTENCE] Assistant message saved id=179 chatId=33 durationMs=2
uniai_app             | 2026-07-18 17:14:09 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:09 - [CHAT] Request completed userId=1 chatId=33 assistantMessageId=179 responseLength=55 durationMs=1234
uniai_app             | 2026-07-18 17:14:09 - [AI_MEMORY] Memory update skipped chatId=33 reason=no-trigger
uniai_app             | 2026-07-18 17:14:13 - [CHAT] Request received chatId=33 messageLength=36
uniai_app             | 2026-07-18 17:14:13 - [CHAT] Request started userId=1 chatId=33 messageLength=36
uniai_app             | 2026-07-18 17:14:13 - [PERSISTENCE] Message saved id=180 chatId=33 senderId=1 contentLength=36 durationMs=2
uniai_app             | 2026-07-18 17:14:13 - [PERSISTENCE] User message saved id=180 chatId=33 durationMs=2
uniai_app             | 2026-07-18 17:14:13 - [CHAT] History retrieval started chatId=33
uniai_app             | 2026-07-18 17:14:13 - [CHAT] History retrieval completed chatId=33 messageCount=4 durationMs=1
uniai_app             | 2026-07-18 17:14:13 - [CHAT] Recent conversation window prepared chatId=33 windowMessageCount=4
uniai_app             | 2026-07-18 17:14:13 - [AI_INTERPRETATION_BUDGET] Evaluation completed provider=gemini originalEstimatedTokens=1821 finalEstimatedTokens=1821 promptTokens=1629 memoryTokens=10 userTokens=9 historyTokens=45 historyTrimmed=false requestFits=true durationMs=0
uniai_app             | 2026-07-18 17:14:13 - [AI_INTERPRETATION] Budget evaluation chatId=33 provider=GeminiAiServiceAdapter requestFits=true originalEstimatedInputTokens=1821 finalEstimatedInputTokens=1821 historyTrimmed=false finalHistoryCount=4 reservedOutputTokens=250
uniai_app             | 2026-07-18 17:14:13 - [AI_INTERPRETATION] Request started providerBean=GeminiAiServiceAdapter promptLength=6515 memoryLength=40 messageLength=36 historyCount=4 maxTokens=250
uniai_app             | 2026-07-18 17:14:13 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=36 historyCount=4 contextCount=0
uniai_app             | 2026-07-18 17:14:14 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=732 durationMs=1132
uniai_app             | 2026-07-18 17:14:14 - [AI_INTERPRETATION] Request completed provider=gemini model=gemini-3.1-flash-lite responseLength=732 durationMs=1133
uniai_app             | 2026-07-18 17:14:14 - [AI_INTERPRETATION] Validation completed chatId=33 status=VALID resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false
uniai_app             | 2026-07-18 17:14:14 - [RETRIEVAL] Interpretation completed chatId=33 status=VALID fallbackUsed=false resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false failureCategory=
uniai_app             | 2026-07-18 17:14:14 - [RETRIEVAL] Query interpreted chatId=33 intent=LOCATION_LOOKUP universityCount=4 degreeTypeCount=0 followUpResolved=true ambiguous=false detailLevel=null
uniai_app             | 2026-07-18 17:14:14 - [RETRIEVAL] Retrieval started chatId=33 historyWindowCount=4
uniai_app             | 2026-07-18 17:14:14 - [RETRIEVAL] Retrieval completed chatId=33 contextLength=31 durationMs=10
uniai_app             | 2026-07-18 17:14:14 - [PROMPT] System prompt loaded promptLength=8963
uniai_app             | 2026-07-18 17:14:14 - [AI] Request creation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:14 - [AI] Budget evaluation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:14 - [AI_BUDGET] Evaluation started provider=gemini maxInputTokens=200000 reservedOutputTokens=2000 overheadTokens=128
uniai_app             | 2026-07-18 17:14:14 - [AI_BUDGET] Original estimate total=2441 system=2241 memory=10 history=45 retrieval=8 user=9 contextCount=1 historyCount=4
uniai_app             | 2026-07-18 17:14:14 - [AI_BUDGET] Evaluation completed finalEstimatedTokens=2441 requestFits=true durationMs=0 historyTrimmed=false contextTrimmed=false finalHistoryCount=4 finalContextCount=1
uniai_app             | 2026-07-18 17:14:14 - [AI] Budget evaluation completed chatId=33 provider=gemini requestFits=true originalEstimatedInputTokens=2441 finalEstimatedInputTokens=2441 historyTrimmed=false contextTrimmed=false finalHistoryCount=4 finalContextCount=1
uniai_app             | 2026-07-18 17:14:14 - [AI] Provider invocation started chatId=33 providerBean=GeminiAiServiceAdapter historyCount=4 contextCount=1 maxTokens=2000
uniai_app             | 2026-07-18 17:14:14 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=36 historyCount=4 contextCount=1
uniai_app             | 2026-07-18 17:14:15 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=382 durationMs=857
uniai_app             | 2026-07-18 17:14:15 - [AI] Provider success provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=382 chatId=33 durationMs=858
uniai_app             | 2026-07-18 17:14:15 - [PERSISTENCE] Message saved id=181 chatId=33 senderId=0 contentLength=382 durationMs=3
uniai_app             | 2026-07-18 17:14:15 - [PERSISTENCE] Assistant message saved id=181 chatId=33 durationMs=3
uniai_app             | 2026-07-18 17:14:15 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:15 - [CHAT] Request completed userId=1 chatId=33 assistantMessageId=181 responseLength=382 durationMs=2027
uniai_app             | 2026-07-18 17:14:15 - [AI_MEMORY_BUDGET] Evaluation completed provider=gemini requestFits=true originalEstimatedTokens=785 maxInputTokens=1200 reservedOutputTokens=250 durationMs=2
uniai_app             | 2026-07-18 17:14:15 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=36 historyCount=0 contextCount=3
uniai_app             | 2026-07-18 17:14:16 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=495 durationMs=833
uniai_app             | 2026-07-18 17:14:16 - [AI_MEMORY] Memory patch parsed provider=gemini model=gemini-3.1-flash-lite patchType=ConversationMemoryPatch length=495
uniai_app             | 2026-07-18 17:14:16 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:16 - [AI_MEMORY] Memory updated chatId=33 version=1 size=229
uniai_app             | 2026-07-18 17:14:27 - [CHAT] Request received chatId=33 messageLength=32
uniai_app             | 2026-07-18 17:14:27 - [CHAT] Request started userId=1 chatId=33 messageLength=32
uniai_app             | 2026-07-18 17:14:27 - [PERSISTENCE] Message saved id=182 chatId=33 senderId=1 contentLength=32 durationMs=1
uniai_app             | 2026-07-18 17:14:27 - [PERSISTENCE] User message saved id=182 chatId=33 durationMs=1
uniai_app             | 2026-07-18 17:14:27 - [CHAT] History retrieval started chatId=33
uniai_app             | 2026-07-18 17:14:27 - [CHAT] History retrieval completed chatId=33 messageCount=6 durationMs=0
uniai_app             | 2026-07-18 17:14:27 - [CHAT] Recent conversation window prepared chatId=33 windowMessageCount=4
uniai_app             | 2026-07-18 17:14:27 - [AI_INTERPRETATION_BUDGET] Evaluation completed provider=gemini originalEstimatedTokens=1950 finalEstimatedTokens=1950 promptTokens=1629 memoryTokens=58 userTokens=8 historyTokens=127 historyTrimmed=false requestFits=true durationMs=0
uniai_app             | 2026-07-18 17:14:27 - [AI_INTERPRETATION] Budget evaluation chatId=33 provider=GeminiAiServiceAdapter requestFits=true originalEstimatedInputTokens=1950 finalEstimatedInputTokens=1950 historyTrimmed=false finalHistoryCount=4 reservedOutputTokens=250
uniai_app             | 2026-07-18 17:14:27 - [AI_INTERPRETATION] Request started providerBean=GeminiAiServiceAdapter promptLength=6515 memoryLength=229 messageLength=32 historyCount=4 maxTokens=250
uniai_app             | 2026-07-18 17:14:27 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=32 historyCount=4 contextCount=0
uniai_app             | 2026-07-18 17:14:28 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=727 durationMs=1268
uniai_app             | 2026-07-18 17:14:28 - [AI_INTERPRETATION] Request completed provider=gemini model=gemini-3.1-flash-lite responseLength=727 durationMs=1269
uniai_app             | 2026-07-18 17:14:28 - [AI_INTERPRETATION] Validation completed chatId=33 status=VALID resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false
uniai_app             | 2026-07-18 17:14:28 - [RETRIEVAL] Interpretation completed chatId=33 status=VALID fallbackUsed=false resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false failureCategory=
uniai_app             | 2026-07-18 17:14:28 - [RETRIEVAL] Query interpreted chatId=33 intent=LOCATION_LOOKUP universityCount=4 degreeTypeCount=0 followUpResolved=true ambiguous=false detailLevel=null
uniai_app             | 2026-07-18 17:14:28 - [RETRIEVAL] Retrieval started chatId=33 historyWindowCount=4
uniai_app             | 2026-07-18 17:14:28 - [RETRIEVAL] Retrieval completed chatId=33 contextLength=27 durationMs=2
uniai_app             | 2026-07-18 17:14:28 - [PROMPT] System prompt loaded promptLength=8963
uniai_app             | 2026-07-18 17:14:28 - [AI] Request creation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:28 - [AI] Budget evaluation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:28 - [AI_BUDGET] Evaluation started provider=gemini maxInputTokens=200000 reservedOutputTokens=2000 overheadTokens=128
uniai_app             | 2026-07-18 17:14:28 - [AI_BUDGET] Original estimate total=2592 system=2241 memory=58 history=150 retrieval=7 user=8 contextCount=1 historyCount=6
uniai_app             | 2026-07-18 17:14:28 - [AI_BUDGET] Evaluation completed finalEstimatedTokens=2592 requestFits=true durationMs=0 historyTrimmed=false contextTrimmed=false finalHistoryCount=6 finalContextCount=1
uniai_app             | 2026-07-18 17:14:28 - [AI] Budget evaluation completed chatId=33 provider=gemini requestFits=true originalEstimatedInputTokens=2592 finalEstimatedInputTokens=2592 historyTrimmed=false contextTrimmed=false finalHistoryCount=6 finalContextCount=1
uniai_app             | 2026-07-18 17:14:28 - [AI] Provider invocation started chatId=33 providerBean=GeminiAiServiceAdapter historyCount=6 contextCount=1 maxTokens=2000
uniai_app             | 2026-07-18 17:14:28 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=32 historyCount=6 contextCount=1
uniai_app             | 2026-07-18 17:14:29 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=289 durationMs=870
uniai_app             | 2026-07-18 17:14:29 - [AI] Provider success provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=289 chatId=33 durationMs=870
uniai_app             | 2026-07-18 17:14:29 - [PERSISTENCE] Message saved id=183 chatId=33 senderId=0 contentLength=289 durationMs=3
uniai_app             | 2026-07-18 17:14:29 - [PERSISTENCE] Assistant message saved id=183 chatId=33 durationMs=3
uniai_app             | 2026-07-18 17:14:29 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:29 - [CHAT] Request completed userId=1 chatId=33 assistantMessageId=183 responseLength=289 durationMs=2162
uniai_app             | 2026-07-18 17:14:29 - [AI_MEMORY_BUDGET] Evaluation completed provider=gemini requestFits=true originalEstimatedTokens=809 maxInputTokens=1200 reservedOutputTokens=250 durationMs=0
uniai_app             | 2026-07-18 17:14:29 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=32 historyCount=0 contextCount=3
uniai_app             | 2026-07-18 17:14:30 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=489 durationMs=802
uniai_app             | 2026-07-18 17:14:30 - [AI_MEMORY] Memory patch parsed provider=gemini model=gemini-3.1-flash-lite patchType=ConversationMemoryPatch length=489
uniai_app             | 2026-07-18 17:14:30 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:30 - [AI_MEMORY] Memory updated chatId=33 version=2 size=223
uniai_app             | 2026-07-18 17:14:46 - [CHAT] Request received chatId=33 messageLength=33
uniai_app             | 2026-07-18 17:14:46 - [CHAT] Request started userId=1 chatId=33 messageLength=33
uniai_app             | 2026-07-18 17:14:46 - [PERSISTENCE] Message saved id=184 chatId=33 senderId=1 contentLength=33 durationMs=1
uniai_app             | 2026-07-18 17:14:46 - [PERSISTENCE] User message saved id=184 chatId=33 durationMs=1
uniai_app             | 2026-07-18 17:14:46 - [CHAT] History retrieval started chatId=33
uniai_app             | 2026-07-18 17:14:46 - [CHAT] History retrieval completed chatId=33 messageCount=6 durationMs=1
uniai_app             | 2026-07-18 17:14:46 - [CHAT] Recent conversation window prepared chatId=33 windowMessageCount=4
uniai_app             | 2026-07-18 17:14:46 - [AI_INTERPRETATION_BUDGET] Evaluation completed provider=gemini originalEstimatedTokens=2008 finalEstimatedTokens=2008 promptTokens=1629 memoryTokens=56 userTokens=9 historyTokens=186 historyTrimmed=false requestFits=true durationMs=0
uniai_app             | 2026-07-18 17:14:46 - [AI_INTERPRETATION] Budget evaluation chatId=33 provider=GeminiAiServiceAdapter requestFits=true originalEstimatedInputTokens=2008 finalEstimatedInputTokens=2008 historyTrimmed=false finalHistoryCount=4 reservedOutputTokens=250
uniai_app             | 2026-07-18 17:14:46 - [AI_INTERPRETATION] Request started providerBean=GeminiAiServiceAdapter promptLength=6515 memoryLength=223 messageLength=33 historyCount=4 maxTokens=250
uniai_app             | 2026-07-18 17:14:46 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=33 historyCount=4 contextCount=0
uniai_app             | 2026-07-18 17:14:48 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=735 durationMs=1381
uniai_app             | 2026-07-18 17:14:48 - [AI_INTERPRETATION] Request completed provider=gemini model=gemini-3.1-flash-lite responseLength=735 durationMs=1382
uniai_app             | 2026-07-18 17:14:48 - [AI_INTERPRETATION] Validation completed chatId=33 status=VALID resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false
uniai_app             | 2026-07-18 17:14:48 - [RETRIEVAL] Interpretation completed chatId=33 status=VALID fallbackUsed=false resolvedUniversityCount=4 degreeTypeCount=0 ambiguous=false failureCategory=
uniai_app             | 2026-07-18 17:14:48 - [RETRIEVAL] Query interpreted chatId=33 intent=LOCATION_LOOKUP universityCount=4 degreeTypeCount=0 followUpResolved=true ambiguous=false detailLevel=null
uniai_app             | 2026-07-18 17:14:48 - [RETRIEVAL] Retrieval started chatId=33 historyWindowCount=4
uniai_app             | 2026-07-18 17:14:48 - [RETRIEVAL] Retrieval completed chatId=33 contextLength=59 durationMs=1
uniai_app             | 2026-07-18 17:14:48 - [PROMPT] System prompt loaded promptLength=8963
uniai_app             | 2026-07-18 17:14:48 - [AI] Request creation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:48 - [AI] Budget evaluation started chatId=33 providerBean=GeminiAiServiceAdapter
uniai_app             | 2026-07-18 17:14:48 - [AI_BUDGET] Evaluation started provider=gemini maxInputTokens=200000 reservedOutputTokens=2000 overheadTokens=128
uniai_app             | 2026-07-18 17:14:48 - [AI_BUDGET] Original estimate total=2657 system=2241 memory=56 history=208 retrieval=15 user=9 contextCount=1 historyCount=6
uniai_app             | 2026-07-18 17:14:48 - [AI_BUDGET] Evaluation completed finalEstimatedTokens=2657 requestFits=true durationMs=0 historyTrimmed=false contextTrimmed=false finalHistoryCount=6 finalContextCount=1
uniai_app             | 2026-07-18 17:14:48 - [AI] Budget evaluation completed chatId=33 provider=gemini requestFits=true originalEstimatedInputTokens=2657 finalEstimatedInputTokens=2657 historyTrimmed=false contextTrimmed=false finalHistoryCount=6 finalContextCount=1
uniai_app             | 2026-07-18 17:14:48 - [AI] Provider invocation started chatId=33 providerBean=GeminiAiServiceAdapter historyCount=6 contextCount=1 maxTokens=2000
uniai_app             | 2026-07-18 17:14:48 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=33 historyCount=6 contextCount=1
uniai_app             | 2026-07-18 17:14:48 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=79 durationMs=699
uniai_app             | 2026-07-18 17:14:48 - [AI] Provider success provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=79 chatId=33 durationMs=700
uniai_app             | 2026-07-18 17:14:48 - [PERSISTENCE] Message saved id=185 chatId=33 senderId=0 contentLength=79 durationMs=2
uniai_app             | 2026-07-18 17:14:48 - [PERSISTENCE] Assistant message saved id=185 chatId=33 durationMs=3
uniai_app             | 2026-07-18 17:14:48 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:48 - [CHAT] Request completed userId=1 chatId=33 assistantMessageId=185 responseLength=79 durationMs=2102
uniai_app             | 2026-07-18 17:14:48 - [AI_MEMORY_BUDGET] Evaluation completed provider=gemini requestFits=true originalEstimatedTokens=755 maxInputTokens=1200 reservedOutputTokens=250 durationMs=0
uniai_app             | 2026-07-18 17:14:48 - [PROVIDER] Request started provider=gemini model=gemini-3.1-flash-lite baseUrl=https://generativelanguage.googleapis.com/v1beta messageLength=33 historyCount=0 contextCount=3
uniai_app             | 2026-07-18 17:14:49 - [PROVIDER] Request completed provider=gemini model=gemini-3.1-flash-lite finishReason=STOP responseLength=489 durationMs=805
uniai_app             | 2026-07-18 17:14:49 - [AI_MEMORY] Memory patch parsed provider=gemini model=gemini-3.1-flash-lite patchType=ConversationMemoryPatch length=489
uniai_app             | 2026-07-18 17:14:49 - [PERSISTENCE] Chat saved id=33 userId=1 durationMs=0
uniai_app             | 2026-07-18 17:14:49 - [AI_MEMORY] Memory updated chatId=33 version=3 size=223
uniai_app             | 2026-07-18 17:14:55 - [CHAT] Request received chatId=33 messageLength=18
uniai_app             | 2026-07-18 17:14:55 - [CHAT] Request started userId=1 chatId=33 messageLength=18
uniai_app             | 2026-07-18 17:14:55 - [PERSISTENCE] Message saved id=186 chatId=33 senderId=1 contentLength=18 durationMs=1
uniai_app             | 2026-07-18 17:14:55 - [PERSISTENCE] User message saved id=186 chatId=33 durationMs=1
uniai_app             | 2026-07-18 17:14:55 - [CHAT] History retrieval started chatId=33
uniai_app             | 2026-07-18 17:14:55 - [CHAT] History retrieval completed chatId=33 messageCount=6 durationMs=1
uniai_app             | 2026-07-18 17:14:55 - [CHAT] Recent conversation window prepared chatId=33 windowMessageCount=4
